id,title,type,confidence,url,notes
SRC020,xArm ROS GitHub,GitHub/ROS,medium,https://github.com/xArm-Developer/xarm_ros,xArm 官方 ROS 仓库。
SRC021,xArm ROS2 GitHub,GitHub/ROS2,medium,https://github.com/xArm-Developer/xarm_ros2,xArm 官方 ROS2 仓库。
SRC022,越疆 CR5 官方页,官网,high,https://www.dobot-robots.com/products/cr-series/cr5.html,CR5 官方产品页，公开负载、臂展、重复定位精度等参数。
SRC023,越疆 MG400 官方页,官网,high,https://www.dobot-robots.com/products/desktop-robots/mg400.html,MG400 桌面机械臂官方页，适合教学和轻量开发。
SRC024,DOBOT 开发者 GitHub,GitHub/SDK,medium,https://github.com/Dobot-Arm,越疆官方开发仓库入口。
SRC025,遨博机器人中文官网,中文官网,medium,https://www.aubo-robotics.cn/,遨博协作机器人官方入口，i 系列参数和采购需按页面/销售确认。
SRC026,艾利特机器人中文官网,中文官网,medium,https://www.elibot.cn/,艾利特协作机器人官方入口，EC 系列参数和采购需按页面/销售确认。
SRC027,节卡机器人中文官网,中文官网,medium,https://www.jaka.com.cn/,节卡 Zu 系列协作机器人官方入口，价格需厂商正式报价。
SRC028,睿尔曼智能官网,中文官网,medium,https://www.realman-robotics.com/,睿尔曼轻量机械臂和复合机器人官方入口。
SRC029,睿尔曼 GitHub,GitHub/SDK,medium,https://github.com/RealManRobot,睿尔曼开源/SDK 仓库入口。
SRC030,大象机器人 myCobot 280 官方页,官网,high,https://www.elephantrobotics.com/en/mycobot-280/,myCobot 280 官方产品页，适合教学和轻量科研。
SRC031,大象机器人官方商店,官方价格,medium,https://shop.elephantrobotics.com/,官方商店公开美元价，人民币价格按访问日汇率估算。
SRC032,Elephant Robotics myCobot ROS,GitHub/ROS,medium,https://github.com/elephantrobotics/mycobot_ros,大象机器人 ROS 仓库。
SRC033,pymycobot GitHub,GitHub/SDK,medium,https://github.com/elephantrobotics/pymycobot,大象机器人 Python SDK 仓库。
SRC034,松灵机器人 AgileX 中文站,中文官网,medium,https://www.agilex.ai/,松灵移动底盘、PiPER 机械臂和复合平台入口。
SRC035,AgileX PiPER 产品页,官网/手册,medium,https://global.agilex.ai/products/piper,PiPER 六自由度机械臂官方产品入口，价格需厂商正式报价或按渠道核验。
SRC036,AgileX LIMO Pro 产品页,官网,medium,https://global.agilex.ai/products/limo-pro,LIMO Pro 移动底盘官方产品入口。
SRC037,AgileX Cobot Magic 产品页,官网,medium,https://global.agilex.ai/products/cobot-magic,移动复合机器人 Cobot Magic 官方入口。
SRC038,AgileX GitHub,GitHub/ROS,medium,https://github.com/agilexrobotics,松灵官方 GitHub 组织，含底盘 ROS/ROS2 生态。
SRC039,幻尔 JetArm 官方页,官网/电商,medium,https://www.hiwonder.com/products/jetarm,幻尔 JetArm 机械臂产品入口，价格需按页面访问核验。
SRC040,幻尔 JetAuto Pro 官方页,官网/电商,medium,https://www.hiwonder.com/products/jetauto-pro,幻尔 JetAuto Pro 复合平台入口。
SRC041,幻尔 JetRover 官方页,官网/电商,medium,https://www.hiwonder.com/products/jetrover,幻尔 JetRover 移动平台入口。
SRC042,亚博智能 DOFBOT 官方页,官网/电商,medium,https://category.yahboom.net/products/dofbot-jetson_nano,DOFBOT 教学机械臂入口，价格需按页面访问核验。
SRC043,亚博智能 ROSMASTER X3 官方页,官网/电商,medium,https://category.yahboom.net/products/rosmaster-x3,ROSMASTER X3 移动平台入口，适合教学和移动操作组合。
SRC044,Franka Research 3 官方页,官网,high,https://franka.de/research,经典科研机械臂官方页，国内采购通常需代理询价。
SRC045,Franka 文档门户,官方文档,high,https://franka.world/,Franka 生态和文档入口。
SRC046,Universal Robots UR5e 官方页,官网,high,https://www.universal-robots.com/products/ur5-robot/,UR5e 官方规格页。
SRC047,UR ROS2 Driver,GitHub/ROS2,medium,https://github.com/UniversalRobots/Universal_Robots_ROS2_Driver,Universal Robots 官方 ROS2 驱动。
SRC048,Kinova Gen3 官方页,官网,high,https://www.kinovarobotics.com/product/gen3-robots,Kinova Gen3 官方规格页。
SRC049,Kinova Kortex ROS,GitHub/ROS,medium,https://github.com/Kinovarobotics/ros_kortex,Kinova 官方 ROS/Kortex 仓库。
SRC050,傅利叶智能官网,中文官网,medium,https://www.fftai.com/,傅利叶 GR 系列人形机器人和康复机器人官方入口。
SRC051,智元机器人官网,中文官网,medium,https://www.agibot.com/,智元远征/灵犀系列官方入口。
SRC052,优必选官网,中文官网,medium,https://www.ubtrobot.com/,优必选 Walker 系列和工业服务机器人官方入口。
SRC053,众擎机器人官网,中文官网,medium,https://www.engineai.com.cn/,众擎 PM/SE 系列人形机器人官方入口。
SRC054,乐聚机器人官网,中文官网,medium,https://www.lejurobot.com/,乐聚 Kuavo 人形机器人官方入口。
SRC055,Kuavo 开源项目,GitHub/开源项目,medium,https://github.com/kuavo-robot,Kuavo 相关开源组织入口，适合科研复现判断。
SRC056,Booster Robotics 官网,官网,medium,https://www.boosterobotics.com/,Booster T/K 系列人形机器人官方入口。
SRC057,NOETIX Robotics 官网,官网,medium,https://www.noetix.ai/,NOETIX Bumi 等小型人形机器人官方入口。
SRC058,星海图 Galbot 官网,中文官网,medium,https://www.galbot.com/,Galbot 具身智能机器人官方入口。
SRC059,星动纪元 RobotEra 官网,中文官网,medium,https://www.robotera.com/,星动纪元人形机器人官方入口。
SRC060,开普勒机器人官网,中文官网,medium,https://www.keplerrobotics.com/,开普勒 Forerunner 系列人形机器人官方入口。
SRC061,Hello Robot Stretch 3 官方页,官网,high,https://hello-robot.com/stretch-3-product,移动操作经典科研平台官方规格页。
SRC062,Hello Robot Stretch 3 购买页,官方价格,medium,https://hello-robot.com/stretch-3-shop,Stretch 3 官方购买页，美元价按访问日汇率估算。
SRC063,HomeRobot GitHub,GitHub/科研项目,medium,https://github.com/facebookresearch/home-robot,Meta HomeRobot 项目使用 Stretch，支撑科研常用性判断。
SRC064,PAL Robotics TIAGo 官方页,官网,high,https://pal-robotics.com/robots/tiago/,TIAGo 移动操作平台官方页。
SRC065,Robotnik RB-KAIROS+ 官方页,官网,medium,https://robotnik.eu/products/mobile-manipulators/rb-kairos/,移动操作平台官方页，可配 UR 等机械臂。
SRC066,Mobile ALOHA 项目页,论文/项目,high,https://mobile-aloha.github.io/,Mobile ALOHA 低成本移动双臂操作项目页。
SRC067,ALOHA / ACT GitHub,GitHub/科研项目,medium,https://github.com/tonyzhaozh/act,ALOHA/ACT 相关开源代码，用于判断低成本遥操作生态。
SRC068,LeRobot GitHub,GitHub/科研项目,medium,https://github.com/huggingface/lerobot,Hugging Face LeRobot 开源机器人学习框架，可关联低成本机械臂/移动操作实验。
SRC069,京东宇树 Go2 检索页,京东官方/授权线索,low,https://search.jd.com/Search?keyword=%E5%AE%87%E6%A0%91%20Go2,后台浏览器检索到京东渠道线索；具体店铺和价格需页面复核或人工确认。
SRC070,京东 myCobot 检索页,京东官方/授权线索,low,https://search.jd.com/Search?keyword=myCobot%20280,后台浏览器检索到 myCobot 采购渠道线索；具体价格按页面复核。
SRC071,京东 AgileX LIMO 检索页,京东官方/授权线索,low,https://search.jd.com/Search?keyword=AgileX%20LIMO,后台浏览器检索到松灵 LIMO 采购线索；具体店铺和价格需复核。
SRC072,淘宝/天猫 Unitree Go2 检索,淘宝/天猫线索,low,https://s.taobao.com/search?q=Unitree%20Go2,仅作为型号和渠道线索，不作为确定报价。
SRC073,淘宝/天猫 myCobot 检索,淘宝/天猫线索,low,https://s.taobao.com/search?q=myCobot%20280,仅作为型号和渠道线索，不作为确定报价。
SRC074,中国政府采购网检索：机器狗,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E6%9C%BA%E5%99%A8%E7%8B%97,用于后续核验高校/政府采购中标价，当前不把检索页当确定报价。
SRC075,中国政府采购网检索：机械臂,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E6%9C%BA%E6%A2%B0%E8%87%82,用于后续核验高校/政府采购中标价，当前不把检索页当确定报价。
SRC076,百度学术检索：具身智能 机械臂,中文论文入口,low,https://xueshu.baidu.com/s?wd=%E5%85%B7%E8%BA%AB%E6%99%BA%E8%83%BD%20%E6%9C%BA%E6%A2%B0%E8%87%82,中文论文入口，后续需逐篇核验引用平台。
SRC077,百度学术检索：四足机器人 ROS,中文论文入口,low,https://xueshu.baidu.com/s?wd=%E5%9B%9B%E8%B6%B3%E6%9C%BA%E5%99%A8%E4%BA%BA%20ROS,中文论文入口，后续需逐篇核验引用平台。
SRC078,Interbotix ViperX 官方页,官网/官方价格,high,https://www.trossenrobotics.com/viperx-300-robot-arm-6dof.aspx,ALOHA 常用机械臂，官方美元价按访问日汇率估算。
SRC079,Robotis TurtleBot4 官方页,官网,medium,https://www.robotis.us/turtlebot-4/,移动底盘/教学平台补充来源，可与轻量机械臂组合。
SRC080,ROS-Industrial Universal Robots,GitHub/ROS,medium,https://github.com/ros-industrial/universal_robot,UR 机器人 ROS-Industrial 生态入口。
SRC081,DROID 大规模真实机械臂操作数据集,论文/数据集,high,https://droid-dataset.github.io/,项目页说明 DROID 使用 Franka Panda 7DoF 机械臂采集 76k 轨迹和 350 h 真实操作数据。
SRC082,Open X-Embodiment / RT-X 项目页,论文/Benchmark,high,https://robotics-transformer-x.github.io/,跨 22 种机器人形态、60 个数据集的机器人学习数据和 RT-X 模型入口。
SRC083,RoboMIND 项目页,中文/论文/数据集,high,https://x-humanoid-robomind.github.io/,RSS 2025 项目页，覆盖 Franka、UR5e、AgileX 双臂和天工人形等多具身操作数据。
SRC084,AgiBot World GitHub,GitHub/论文/数据集,medium,https://github.com/OpenDriveLab/AgiBot-World,智元相关大规模操作数据、Benchmark 和 GO-1 模型入口，页面列出 AgiBot、AgileX、双 Franka 等形态。
SRC085,RH20T 机器人操作数据集,论文/数据集,high,https://rh20t.github.io/,清华等团队的真实机器人操作数据集入口，可用于评估机械臂遥操作和模仿学习生态。
SRC086,ALOHA 双臂操作项目页,论文/项目,high,https://tonyzhaozh.github.io/aloha/,低成本双臂精细操作项目页，Mobile ALOHA 的前置平台和 ACT 代码生态来源。
SRC087,robomimic 项目页,论文/Benchmark,high,https://robomimic.github.io/,斯坦福/UT Austin 机器人示教学习框架，包含数据集、算法和代码入口。
SRC088,LIBERO 终身机器人学习 Benchmark,论文/Benchmark,medium,https://libero-project.github.io/,机器人操作终身学习 Benchmark 入口，用于判断算法复现实验生态。
SRC089,ManiSkill 机器人操作 Benchmark,论文/Benchmark,high,https://www.maniskill.ai/,机器人操作仿真和 Benchmark 平台，适合评估机械臂、夹爪和移动操作算法生态。
SRC090,MimicGen 项目页,论文/项目,high,https://mimicgen.github.io/,CoRL 2023 数据生成项目，页面展示 Panda、Sawyer、IIWA、UR5e 和移动厨房等任务。
SRC091,RoboCasa 项目页,论文/Benchmark,high,https://robocasa.ai/,面向通用机器人厨房任务的仿真和 Benchmark，支持移动操作、人形和四足加臂等多形态。
SRC092,RoboTwin 2.0 项目页,论文/Benchmark,high,https://robotwin-platform.github.io/,双臂操作仿真和 Benchmark 入口，适合评估复合型和双臂机器人研究适配度。
SRC093,OpenVLA 项目页,论文/模型/代码,high,https://openvla.github.io/,开源视觉-语言-动作模型入口，可作为机械臂和移动操作平台的软件生态参考。
SRC094,legged_gym GitHub,GitHub/科研项目,medium,https://github.com/leggedrobotics/legged_gym,足式机器人强化学习和 sim-to-real 常用训练环境入口。
SRC095,rsl_rl GitHub,GitHub/科研项目,medium,https://github.com/leggedrobotics/rsl_rl,足式机器人强化学习常用实现，与 legged_gym 生态配套。
SRC096,Humanoid-Gym GitHub,GitHub/论文/科研项目,medium,https://github.com/roboterax/humanoid-gym,人形机器人强化学习和零样本 sim-to-real 项目入口。
SRC097,Unitree RL Gym GitHub,GitHub/科研项目,medium,https://github.com/unitreerobotics/unitree_rl_gym,宇树官方强化学习实现，支持 Go2、H1、H1_2、G1，并包含仿真到实机流程。
SRC098,Unitree MuJoCo GitHub,GitHub/仿真,medium,https://github.com/unitreerobotics/unitree_mujoco,宇树官方 MuJoCo 仿真入口，面向 Unitree SDK2、ROS2 和实机控制验证。
SRC099,RoboCAS GitHub,GitHub/论文/数据集,medium,https://github.com/Zheng-Liming/RoboCAS-v0,复杂物体排列场景下的机器人操作 Benchmark 和数据集入口。
SRC100,BridgeData V2 项目页,论文/数据集,high,https://rail-berkeley.github.io/bridgedata/,Berkeley 真实机器人操作数据集入口，支持开放词汇、多任务机器人学习研究。
SRC101,Robot Manipulation Datasets 索引,学术资源索引,medium,https://www.robot-manipulation.org/datasets,机器人操作公开数据集索引，可作为后续持续扩源入口。
SRC102,Unitree 开发者 Guide GitHub,GitHub/官方开发文档,medium,https://github.com/unitreerobotics/unitree_guide,宇树官方开发者指南仓库入口，用于核验 SDK、运动控制和仿真接入路径。
SRC103,Unitree Z1 SDK GitHub,GitHub/官方SDK,medium,https://github.com/unitreerobotics/z1_sdk,宇树 Z1 机械臂官方 SDK 仓库。
SRC104,UFACTORY 开发者文档,官方开发文档,high,https://docs.ufactory.cc/,xArm 官方文档入口，包含 SDK、API、控制器和示例说明。
SRC105,xArm Python SDK GitHub,GitHub/官方SDK,medium,https://github.com/xArm-Developer/xArm-Python-SDK,xArm 官方 Python SDK 仓库。
SRC106,DOBOT CR TCP/IP Python,GitHub/官方SDK,medium,https://github.com/Dobot-Arm/TCP-IP-CR-Python,越疆 CR 系列 TCP/IP Python 示例仓库。
SRC107,DOBOT TCP-IP ROS 6Axis,GitHub/ROS,medium,https://github.com/Dobot-Arm/TCP-IP-ROS-6AXis,越疆六轴机械臂 ROS 接入示例仓库。
SRC108,睿尔曼 ROS2 开发文档,中文官方开发文档,high,https://develop.realman-robotics.com/robot/ros2/getStarted/,睿尔曼官方 ROS2 快速开始文档。
SRC109,Franka libfranka GitHub,GitHub/官方SDK,medium,https://github.com/frankarobotics/libfranka,Franka 官方 C++ 控制库入口，是科研控制链路的重要证据。
SRC110,Franka ROS2 GitHub,GitHub/ROS2,medium,https://github.com/frankarobotics/franka_ros2,Franka 官方 ROS2 包入口。
SRC111,Universal Robots 文档门户,官方开发文档,high,https://docs.universal-robots.com/,UR 官方开发者文档入口，包含 ROS、脚本和控制接口资料。
SRC112,Universal Robots Client Library,GitHub/官方SDK,medium,https://github.com/UniversalRobots/Universal_Robots_Client_Library,UR 官方 C++ 客户端库入口。
SRC113,Kinova Kortex GitHub,GitHub/官方SDK,medium,https://github.com/Kinovarobotics/kortex,Kinova Kortex API 官方仓库入口。
SRC114,Hello Robot 开发文档,官方开发文档,high,https://docs.hello-robot.com/,Stretch 官方文档入口，含 ROS2、Python API 和硬件维护资料。
SRC115,Stretch ROS2 GitHub,GitHub/ROS2,medium,https://github.com/hello-robot/stretch_ros2,Hello Robot Stretch ROS2 官方仓库。
SRC116,PAL Robotics 文档门户,官方开发文档,high,https://docs.pal-robotics.com/,PAL Robotics 官方文档入口，用于核验 TIAGo 软件栈和部署资料。
SRC117,TIAGo Robot GitHub,GitHub/ROS,medium,https://github.com/pal-robotics/tiago_robot,PAL Robotics TIAGo 机器人 ROS 描述和配置仓库。
SRC118,Robotnik GitHub,GitHub/ROS,medium,https://github.com/RobotnikAutomation,Robotnik 官方 GitHub 组织，含移动底盘和移动操作相关 ROS 包。
SRC119,LimX Dynamics GitHub,GitHub/SDK,medium,https://github.com/limxdynamics,逐际动力官方 GitHub 组织入口，用于核验足式/轮足平台开发资料。
SRC120,Booster Robotics GitHub,GitHub/SDK,medium,https://github.com/BoosterRobotics,Booster Robotics 官方 GitHub 组织入口。
SRC121,Booster Gym 项目页,论文/仿真/科研项目,high,https://booster-gym.github.io/,Booster Gym 人形机器人强化学习和仿真训练项目页。
SRC122,Fourier GR-1 SDK 文档,官方开发文档,medium,https://fftai.github.io/fourier-grx-GR1/docs/quickstart/gr1.html,傅利叶 GR-1 SDK 快速开始文档。
SRC123,DEEPRobotics Lite3 运动开发手册,官方手册/开发文档,medium,https://www.deeprobotics.us/wp-content/uploads/2025/10/Jueying-Lite3-Motion-Development-Manual-beta-V2.0.1-0.pdf,Lite3 运动开发手册 PDF，用于核验四足开发和控制接口。
SRC124,DeepRoboticsLab GitHub,GitHub/SDK,medium,https://github.com/DeepRoboticsLab,云深处相关 GitHub 组织入口，用于补充 SDK 和研究代码线索。
SRC125,Hiwonder GitHub,GitHub/教学代码,medium,https://github.com/hiwonder,幻尔官方 GitHub 组织，补充教学平台代码和示例来源。
SRC126,Yahboom GitHub,GitHub/教学代码,medium,https://github.com/YahboomTechnology,亚博智能官方 GitHub 组织，补充 ROSMASTER/DOFBOT 教学代码来源。
SRC127,MoveIt 官方站,ROS/运动规划框架,high,https://moveit.ai/,MoveIt 是机械臂和移动操作常用运动规划框架入口。
SRC128,MoveIt2 GitHub,GitHub/ROS2/运动规划,medium,https://github.com/moveit/moveit2,MoveIt2 官方仓库，适合判断 ROS2 机械臂研发适配度。
SRC129,ros2_control GitHub,GitHub/ROS2/控制框架,medium,https://github.com/ros-controls/ros2_control,ROS2 控制框架入口，用于判断可控性和二次开发生态。
SRC130,NVIDIA Isaac Sim,仿真平台,high,https://developer.nvidia.com/isaac/sim,NVIDIA Isaac Sim 官方入口，适合机器人仿真、合成数据和数字孪生评估。
SRC131,NVIDIA Isaac Lab,仿真/强化学习框架,high,https://isaac-sim.github.io/IsaacLab/,Isaac Lab 官方文档入口，适合人形、四足和操作强化学习。
SRC132,MuJoCo Menagerie,GitHub/仿真模型库,medium,https://github.com/google-deepmind/mujoco_menagerie,DeepMind MuJoCo 机器人模型库入口，可用于仿真模型覆盖判断。
SRC133,Polymetis GitHub,GitHub/科研控制框架,medium,https://github.com/facebookresearch/polymetis,Meta 机器人控制框架，常用于 Franka 等机械臂研究。
SRC134,Deoxys Control GitHub,GitHub/科研控制框架,medium,https://github.com/UT-Austin-RPL/deoxys_control,UT Austin Franka 控制框架入口，用于高频科研平台证据补充。
SRC135,BEHAVIOR Benchmark,论文/Benchmark,high,https://behavior.stanford.edu/,Stanford BEHAVIOR 具身 AI Benchmark，适合家庭/服务场景任务覆盖评估。
SRC136,CALVIN Benchmark,论文/Benchmark,medium,https://calvin.cs.uni-freiburg.de/,面向语言条件长程机器人操作的 Benchmark 入口。
SRC137,GraspNet,论文/数据集/抓取,high,https://graspnet.net/,抓取姿态估计和抓取数据集入口，适合夹爪类末端执行器评估。
SRC138,DexGraspNet,论文/数据集/灵巧手,high,https://pku-epic.github.io/DexGraspNet/,北京大学灵巧抓取数据集入口，适合灵巧手方案评估。
SRC139,UMI Gripper 项目页,论文/项目/遥操作,high,https://umi-gripper.github.io/,Universal Manipulation Interface 项目页，适合低成本遥操作和夹爪采集方案评估。
SRC140,Actuated UMI 项目页,论文/项目/遥操作,high,https://actuated-umi.github.io/,Actuated UMI 项目页，补充遥操作数据采集和端到端学习入口。
SRC141,GELLO 项目页,论文/项目/遥操作,high,https://wuphilipp.github.io/gello_site/,GELLO 低成本机械臂遥操作项目页。
SRC142,GELLO Software GitHub,GitHub/科研项目,medium,https://github.com/wuphilipp/gello_software,GELLO 软件仓库，用于判断可复现实验工具链。
SRC143,LEAP Hand 项目页,论文/项目/灵巧手,high,https://leap-hand.github.io/,低成本灵巧手研究平台项目页。
SRC144,LEAP Hand API GitHub,GitHub/灵巧手SDK,medium,https://github.com/leap-hand/LEAP_Hand_API,LEAP Hand API 仓库入口。
SRC145,DexCap 项目页,论文/项目/灵巧操作,high,https://dex-cap.github.io/,灵巧操作数据采集和模仿学习项目入口。
SRC146,Robotiq 2F-85/140 官方页,末端执行器官网,high,https://robotiq.com/products/2f85-140-adaptive-robot-gripper,Robotiq 二指自适应夹爪官方入口，常见于 UR、Kinova 等协作臂落地方案。
SRC147,OnRobot RG2 官方页,末端执行器官网,high,https://onrobot.com/en/products/rg2-gripper,OnRobot RG2 夹爪官方入口，适合协作臂末端选型。
SRC148,DH Robotics 英文官网,末端执行器官网,medium,https://en.dh-robotics.com/,大寰机器人末端执行器官网入口，含夹爪和灵巧手类产品线。
SRC149,因时机器人官网,末端执行器官网,medium,https://www.inspire-robots.com/,因时机器人灵巧手和夹爪产品入口。
SRC150,中国政府采购网检索：人形机器人,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E4%BA%BA%E5%BD%A2%E6%9C%BA%E5%99%A8%E4%BA%BA,用于后续核验人形机器人高校/政府采购和预算公开信息。
SRC151,中国政府采购网检索：四足机器人,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E5%9B%9B%E8%B6%B3%E6%9C%BA%E5%99%A8%E4%BA%BA,用于后续核验四足机器人采购公告、中标和预算信息。
SRC152,中国政府采购网检索：协作机器人,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E5%8D%8F%E4%BD%9C%E6%9C%BA%E5%99%A8%E4%BA%BA,用于后续核验机械臂/协作机器人高校采购价格。
SRC153,中国政府采购网检索：具身智能机器人,招投标检索,medium,https://search.ccgp.gov.cn/bxsearch?searchtype=1&searchparam=%E5%85%B7%E8%BA%AB%E6%99%BA%E8%83%BD%E6%9C%BA%E5%99%A8%E4%BA%BA,用于后续跟踪具身智能相关采购公告。
SRC154,百度学术检索：人形机器人 具身智能,中文论文入口,low,https://xueshu.baidu.com/s?wd=%E4%BA%BA%E5%BD%A2%E6%9C%BA%E5%99%A8%E4%BA%BA%20%E5%85%B7%E8%BA%AB%E6%99%BA%E8%83%BD,中文论文入口，后续需逐篇核验对应机器人型号。
SRC155,百度学术检索：移动操作机器人 具身智能,中文论文入口,low,https://xueshu.baidu.com/s?wd=%E7%A7%BB%E5%8A%A8%E6%93%8D%E4%BD%9C%E6%9C%BA%E5%99%A8%E4%BA%BA%20%E5%85%B7%E8%BA%AB%E6%99%BA%E8%83%BD,中文论文入口，后续需逐篇核验移动操作平台和任务场景。
SRC156,百度学术检索：灵巧手 机械臂 抓取,中文论文入口,low,https://xueshu.baidu.com/s?wd=%E7%81%B5%E5%B7%A7%E6%89%8B%20%E6%9C%BA%E6%A2%B0%E8%87%82%20%E6%8A%93%E5%8F%96,中文灵巧手和抓取论文入口，后续用于末端执行器扩展调研。
SRC157,上海大学具身智能机器人平台中标公告,高校采购/中标公告,high,https://www.ccgp.gov.cn/cggg/dfgg/zbgg/202507/t20250712_24956479.htm,中标公告列出 Galaxea R1 Pro、Unitree G1 EDU、AgileX Cobot Magic、定制平台，总金额 236 万元。
SRC158,同济大学通用人形机器人训练平台设备中标公告,高校采购/中标公告,high,https://www.ccgp.gov.cn/cggg/zygg/zbgg/202412/t20241231_23994827.htm,同济大学采购 10 台宇树 H1-2，公告列明单价 70 万元，总金额 825.66 万元。
SRC159,清华大学人形机器人采购项目中标公告,高校采购/中标公告,high,https://www.ccgp.gov.cn/cggg/zygg/zbgg/202511/t20251117_25712683.htm,清华大学采购 Booster T1 标准版 15 套和 Booster A1 标准版 4 套，公告列明单价 19.5 万元和 49 万元。
SRC160,华中科技大学人形机器人平台中标公告,高校采购/中标公告,high,https://www.ccgp.gov.cn/cggg/zygg/zbgg/202504/t20250408_24412582.htm,华中科技大学人形机器人平台中标公告，核心产品为具身智能人形操作机器人，单价 37 万元。
SRC161,东南大学人形机器人科研开发套件招标公告,高校采购/招标公告,high,https://www.ccgp.gov.cn/cggg/zygg/gkzb/202601/t20260108_26051160.htm,东南大学未来技术学院人形机器人科研开发套件，预算 99.5 万元，包含人形机器人、通用双足底盘、三指手和五指灵巧手。
SRC162,华东理工大学开源六自由度协作机器人平台中标公告,高校采购/中标公告,high,https://www.ccgp.gov.cn/cggg/zygg/zbgg/202411/t20241127_23730315.htm,开源三轴/六轴协作机械臂智能控制平台中标公告，总金额 478.8 万元。
SRC163,上海交通大学智能机器人与感知控制一体化平台中标公告,高校采购/中标公告,high,https://www.ccgp.gov.cn/cggg/zygg/zbgg/202512/t20251215_25927204.htm,上海交通大学智能机器人与感知控制一体化平台中标公告，总金额 278 万元。
SRC164,大连理工大学宁波研究院 Go2 四足机器人采购结果,高校采购/结果公告,high,https://nbidut.dlut.edu.cn/info/1035/29510.htm,Go2 四足机器人采购结果公示，规格为宇树 GO2-EDU 旗舰版，单价 8.99 万元。
SRC165,南通大学 Unitree Go2 机器狗竞价结果,高校采购/竞价结果,medium,https://ztb.ntu.edu.cn/jjjg/7316.chtml,南通大学竞价结果入口，采购内容为宇树 Unitree Go2 机器狗。
